name,risk,lat,lng
"Virginia Primary School and Pre School","medium",37.124872,-80.5569019
"Mark Oliphant College","medium",-34.6735315,138.6852415
"Williamstown Primary School","medium",-34.6678852,138.8909247
"Trinity College","medium",-34.6641798,138.6338568
"Faith Lutheran College","medium",-34.5201908,138.9845906
"Elizabeth East Primary School","low",-34.7263053,138.6777403
"Elizabeth Park Primary Schoo","low",-34.7131857,138.6842065
"St Columba College","medium",-34.6736506,138.663661
"Redeemer Lutheran School","high",-34.4688961,138.9840334
"Mount Pleasant Station","low",-34.7734854,139.0540995
"Mount Pleasant Police Station","low",-34.7727342,139.0512855
"Narooma Retirement and Aged Care Services","low",-34.6910019,138.7102315
"Angle Vale Gardens Retirement Estate Pty Ltd","medium",-34.6417367,138.6415684
"Barossa Village Inc - Basedow Hof","medium",-34.5242478,138.9608798
"Barossa Village Aged Care","low",-34.4672005,138.9796533
"Barossa Village Inc Joy Rice Centre","low",-34.4719877,139.0071276
"The Village Green","low",-34.6417367,138.6415684
"Nuriootpa Community Childrens Ctr","low",-34.4698464,138.9969817
"Midway Road Community House","low",-34.7014487,138.6877445
"Goodstart Early Learning Centre","high",-34.6921852,138.6198386
"Virginia Grove Early Learning Centre","very high",-34.6744444,138.562652
"Brownhill Creek Caravan Park","very high",-34.9861985,138.6279291
"Stonyfell Winery","medium",-34.9320933,138.6780865
"Skye Cellars","extreme",-34.9165293,138.6842291
"St Peters Girls School","medium",-34.9320933,138.6780865
"Waterfall Gully - Cleland Conservation Park","very high",-34.9540529,138.672532
"Tollgate Motel","medium",-34.9635163,138.6443166
"Mount Osmond Golf Club","medium",-34.9703612,138.660666
"Dam - Wattle Park Earth Bank Storage","n/a",-34.9330618,138.6774888
"Water Storage","low",-34.9330618,138.6774888
"Water Infrastructure","low",-34.9394497,138.6718089
"Water Infrastructure","n/a",-34.9475418,138.6608806
"Communications Infrastructure","low",-34.9630773,138.6553013
"Water Storage","low",-34.9557409,138.6526567
"Water Tanks","medium",-34.9730865,138.6795276
"Water Infrastructure - Pump Station & Tank","low",-34.9508198,138.6589723
"Beaumont House","high",-34.9475418,138.6608806
"CWMS Pumping Station","very high",-35.1122547,138.6324694
"CWMS Pumping Station","very high",-35.1087919,138.623935
"CWMS Pumping Station","very high",-35.1114583,138.6126784
"CWMS Pumping Station","high",-35.2194697,138.5437374
"CWMS Pumping Station","high",-35.2242702,138.5425689
"CWMS Pumping Station","low",-35.2180181,138.5436288
"CWMS Pumping Station","high",-35.1108466,138.6158622
"CWMS Pumping Station","very high",-35.2647215,138.5597283
"CWMS Pumping Station","very high",-35.2693445,138.5444783
"Waste Water Treatment Plant","high",-35.2624869,138.5249461
"CWMS Pumping Station","high",-35.2390725,138.5709233
"Waste Water Treatment Plant","very high",-35.3253478,138.4531944
"CWMS Pumping Station","high",-35.3257198,138.4492941
"CWMS Pumping Station","high",-35.2270896,138.4756769
"Stormwater Harvester Pump Station","high",-35.2015076,138.4857216
"Stormwater Harvester Pump Station","high",-35.1067319,138.510931
"Stormwater Harvester Pump Station","extreme",-35.1226096,138.542223267351
"Stormwater Harvester Pumping Station","high",-35.0850883,138.5588915
"Stormwater Harvester Pump Station","low",38.314271,-120.6704759
"Beerenberg Barn","extreme",-35.0205964,138.7949043
"Nairne Former Tannery","medium",-35.0370919,138.9150282
"Former Callington Police Station","extreme",-35.1163677,139.0393317
"Prospect Hill Uniting Church","high",-35.2041474,138.7388698
"Utopia Waterfall Gully Restaurant","very high",-34.9540529,138.672532
"Yalumba Winery","high",-34.5453845,139.082643
"Wolf Blass Winery","low",-34.4654886,138.9495592
"","low",-34.5633035,138.9415982
"Pernod Ricard Winery Complex","low",-34.5633035,138.9415982
"Stockwell Recreation Park","low",-34.4343554,139.0520788
"Stockwell Hotel","medium",-34.4343554,139.0520788
"Moculta Recreation Park","medium",-34.4758976,139.1336397
"Moculta Soldiers Memorial Hall","medium",-34.4758976,139.1336397
"Barossa Valley Tourist Park","low",-34.4689623,138.9993574
"Barossa Bush Gardens","medium",-34.4519946,139.0183169
"KSI Sawmills","very high",-34.4721902,138.9825732
"Talunga Caravan & Recreation Park","very high",-34.7727342,139.0512855
"Soldiers Memorial Hall","medium",-34.7727342,139.0512855
"Coopers of Mt Pleasant","high",-34.76506,139.0583027
"Mt Pleasant Sale Yards","high",-34.7758538,139.0513827
"Wilsons Sawmill","high",-34.6815214,138.8910806
"Kooringal Brain Injury Recovery Centre","extreme",-34.6545901,138.8599186
"Whispering Wall","medium",-34.6428558,138.8526499
"Hebron Christadelphian Camp","very high",-34.637374,138.8411699
"Gawler Golf Club","medium",-34.6095459,138.8310634
"Lyndoch Council Office/Library","medium",-34.5944723,138.8613472
"Lyndoch Hall","medium",-34.5944723,138.8613472
"Jacobs Creek Retreat","high",-34.5649739,138.9576826
"Pernod Ricard Corporate Facility","medium",-34.5649739,138.9576826
"Bethany Reserve","medium",39.3836773,-84.3638036
"Rifle Range Rd Locality","extreme",-34.5647041,138.9926629
"Menglers Hill Lookout","very high",-34.5458146,139.0193214
"Rex Recreation and Aquatic Centre","high",-34.5201908,138.9845906
"Tanunda Primary School","medium",-34.5092435,138.9935343
"Barossa Bowland","very high",-34.5232028,138.973871
"Barossa Backpackers Hostel","medium",-34.5242478,138.9608798
"Chateau Tanunda","medium",-34.5242478,138.9608798
"Tanunda War Memorial Hospital","medium",-34.5267847,138.9583445
"Tanunda OSHC","medium",-34.5267847,138.9583445
"Tanunda Caravan Park","medium",-34.5057245,138.9816228
"Tanunda Lutheran School","medium",-34.5247624,138.9548448
"Tanunda Railway Station","medium",-34.5242478,138.9608798
"Maggie Beers Farn Shop and Function Centre","medium",-34.483252,138.9767373
"Barossa Enterprises","medium",-34.4871066,138.9694051
"Nuriootpa RSL Hall","medium",-34.4718137,138.9980982
"WaterTreatment Plant","high",-34.6428558,138.8526499
"Grand Cru Estate","medium",-34.7230441,139.0671451
"PIRSA Research Centre","high",-34.466968,139.0115186
"Yalumba Nursery","medium",-34.4934323,139.0070357
"Dorrien Winery","high",-34.4975959,138.9851119
"Gnadenberg Church","medium",-34.5026449,139.1436998
"Lanzerac B&B Restaurant","medium",-34.5232028,138.973871
"Angas Family Mausoleum","very high",-34.5453845,139.082643
"Corporation Reserve","high",-37.8466163,140.7690231
"The Oaks, Marist Park","very high",-37.8300937,140.756841615465
"Caroline Landfill","very high",39.00634,-75.8152079
"Paraquad Residential Facility","low",-37.8099275,140.7758935
"Mt Gambier Corrections","high",-37.838049,140.7441223
"Emergency Services","medium",-34.1333287,135.3332962
"Talunga Hotel","medium",-34.7727342,139.0512855
"Sporting Complex","low",-34.4689623,138.9993574
"Council Library","low",-34.7727342,139.0512855
"Williamstown Post Office","low",-34.6705253,138.8902423
"Moculta School","low",-34.5039707,139.1032692
"Pump station","medium",-34.65309,138.8633949
"Pump Station","low",-34.4223074,138.9934147
"Pump Station","medium",-34.7788258,139.0374325
"Pump Station","low",-34.5266141,138.9568392
"Pump Station","high",-34.6591309,138.8751166
"Northside Christian Life Centre","medium",-34.6311201,138.7279933
"Belair Hotel","low",-35.0219896,138.6187993
"St Francis Winery Resort Hotel","medium",-35.0900135,138.5404182
"Tea Tree Gully Hotel","medium",-34.8221741,138.7342381
"Clarendon Winery Complex","very high",-35.1092858,138.6293133
"Former Blackwood Experimental Orchard","extreme",-35.0246349,138.623667
"Rosemount Winery","high",-35.1803065,138.5534368
"Coriole Winery","medium",-35.1803065,138.5534368
"Chapel Hill Winery","high",-35.1661248,138.582266
"Samuels Gorge Winery","very high",-35.1803065,138.5534368
"Barryne Retirement Independent Living","extreme",-34.9958405,138.627698387387
"Sheoak Riding School","very high",-34.9978967,138.6237686
"Womens Playing Fields","medium",-35.0113159,138.5763102
"Community Arts Centre","high",-35.1482072,138.4750329
"Belair Railway Station & Signal Box","very high",-34.9978967,138.6237686
"Old Government House","very high",-35.0075219,138.6444984
"Blackwood Railway Station Complex","medium",-35.0208441,138.6178672
"Marybank","low",-34.8885266,138.7001907
"Yattalunga and Stables","medium",-34.6908239,138.7685726
"Old Spot Hotel","low",-34.7664803,138.6694062
"Wirra Wirra Winery","medium",37.7174542,-122.417550289347
"Uleybury School Museum","extreme",-34.7151946,138.7566378
"Carclew Primitive Methodist Church","medium",-34.6404182,138.6061482
"Our Lady of the Assumption Catholic Church","medium",-34.6752053,138.5769316
"Virginia Uniting Church (former Methodist Church)","medium",-34.6672775,138.561529
"Pise Cottage and Brick Tank","extreme",-34.6873899,138.6600751
"RSL Hall","low",-34.6698746,138.8908819
"Silvicultural Reserves (P. radiata 1900, P. canariensis 1903), Kuitpo Forest","extreme",-35.2513108,138.6647822
"Yalumba Winery","high",-34.5453845,139.082643
"Lindsay Park Homestead","low",-34.5453845,139.082643
"Jacobs Estate Bed & Breakfast","medium",-34.5741383,138.9323381
"Soldiers Memorial Institute","low",-34.6705253,138.8902423
"South Rhine Presbyterian Church Complex","medium",-34.7006686,139.1158605
"St. John the Evangelist Anglican Church","medium",-34.7727342,139.0512855
"Dwelling (Para Para)","very high",-34.6050027,138.7329212
"Sandy Creek Hotel","low",-34.5994699,138.8363611
"Dorothea Altmanns House","low",-34.5741383,138.9323381
"St. Peters Church of England and Hall","medium",-34.6725482,138.8883124
"Zion Lutheran Church","medium",-34.500908,139.048297
"Former Gawler Blocks Chapel","low",-34.6251663,138.7178904
"Kay Brothers Amery Winery","high",-35.186835,138.5672027
"Portview","high",-34.7616637,138.6963807
"Former Toll House","low",-34.9635163,138.6443166
"Belair Uniting Church","extreme",-34.9978967,138.6237686
"Waterfall Gully Hotel (former)","extreme",-34.9540529,138.672532
"Kuitpo Forest","very high",-35.1750501,138.6762425
"Kuitpo Forest","low",-35.1750501,138.6762425
"Horndale Winery & Distillery Complex","high",-35.0903271,138.5759957
"Strait Gate Lutheran Church Tower","low",-34.4705787,139.0237145
"Bakehouse Tavern","low",-34.6705253,138.8902423
"Virginia Institute","high",-34.6433873,138.5517184
"Bethany Herberge Christi Lutheran Church","low",39.3836773,-84.3638036
"Williamstown Hotel","low",-34.6705253,138.8902423
"RF Hamilton Winery","high",-34.6494731,139.1002811
"Nunyara Chapel","very high",-34.9947616,138.621651
"Communications Infrastructure","high",-35.0317548,138.6367617
"Telstra CDMA","high",-34.9110972,138.8468458
"Communications Tower","very high",-34.6620722,138.6536331
"Communications Infastructure -Optus Site","very high",-35.0133593,138.6979874
"Communications Tower","medium",-34.7656332,138.711886
"Communications Tower","high",-35.0735608,138.5869991
"Communications Tower","high",-35.0482064,138.8346615
"Communications Infastructure -Optus Site","extreme",-34.9685567,138.6710866
"Communications Tower","medium",-34.7257982,138.7619098
"Communications Tower","very high",-34.6641798,138.6338568
"Communications Tower","high",-35.0145413,138.9101835
"Water Tank","n/a",-34.7397423,139.0751455
"Communications Tower","n/a",-35.1661248,138.582266
"Communications Tower","n/a",-35.188427,138.5340857
"Communications Tower","high",-34.7867746,138.6958996
"Water Treatment Plant","medium",-34.6012373,138.8916638
"Communications Tower","n/a",-35.0766954,138.5216602
"Communications Tower","high",-35.0247559,138.5610789
"Substation","n/a",-34.7341717,138.6820077
"Communications Tower","high",-35.1418845,138.5375855
"Communications Tower","n/a",-34.8396018,138.7199841
"Communications Tower","high",-34.7971679,138.6817778
"Communications Infrastructure","n/a",-34.9475418,138.6608806
"Communications Tower","n/a",-35.0417833,138.5280549
"Communications Tower","n/a",-34.7504167,138.682948
"Pump Station","high",-34.76506,139.0583027
"Communications Tower","high",-35.1491829,138.6603985
"Communications Tower - Major Radio Site","n/a",-35.054443,138.5450457
"Communications Tower","n/a",-34.7080368,138.7073872
"Substation","high",-35.0515132,138.5727638
"Communications Tower","very high",-34.6213788,138.757699
"Communications Tower","low",-34.6465939,138.7715988
"Water Tank","low",-35.0833962,138.6045126
"Pump Station","low",-34.7597839,138.6787865
"Communications Tower","high",-35.184054,138.518274
"Communications Infastructure -Airservices Australia Site","very high",51.9282284,-0.6593538
"SA Power Utilities Tower","n/a",-34.9981534,138.622455
"Pump Station","very high",-34.979945,138.6226139
"Communications Infastructure -Major radio site","high",-34.8693478,138.9415594
"SA Water Tower","n/a",-35.0363445,138.9362663
"Communications Tower","high",-37.8668725,144.9127498
"Exchange","n/a",-34.4660674,138.9987459
"Communications Tower","very high",-34.4457644,139.03449
"Communications Tower - SAGRN","medium",-35.0550323,138.5359256
"Communications Tower","n/a",-35.054443,138.5450457
"Substation","n/a",-34.9123913,138.6805554
"Communications Tower","n/a",-35.0767377,138.5176953
"Communications Tower","n/a",-34.7704647,138.7079991
"Communications Tower","high",-34.6749376,138.9319299
"Communications Tower","very high",-34.7302844,138.6025019
"Communications Infastructure","very high",-35.0133593,138.6979874
"Communications Tower","very high",49.8122839,8.5889712
"Communications Infastructure","high",-34.9788573,138.8508327
"Communications Tower","high",-35.1504854,138.6754312
"Communications Infastructure -Optus/Vodafone Site","high",49.9448563,-96.8371089
"Water Tanks","n/a",-34.5068718,139.0314574
"Pump Station","high",-35.1901754,138.5009582
"Major Telecommunications Site","high",-35.1835346,138.7742898
"Communications Tower","very high",-34.9653391,138.6608602
"Communications Tower","low",-34.5818817,138.9378892
"Communications Tower","medium",-35.0417833,138.5280549
"Communications Tower","low",50.3774661,-4.1348539
"Communications Tower","extreme",-34.9762964,138.7099474
"Communications Tower","high",-35.1411377,138.5246847
"GRN Tower","high",34.28898,-79.8686519
"Communications Tower","high",-34.8769364,138.9745722
"Communications Tower","medium",-35.1439295,138.4918196
"Telstra CMTS Site","high",-35.0113424,138.6703022
"Communications Infastructure","high",-34.9613119,138.8869767
"Pump Station","n/a",-35.0198424,138.6145755
"Pump Station","very high",-34.9978967,138.6237686
"Communications Tower","extreme",-35.088788,138.859092
"Waste Water Infrastructure","very high",-35.0308842,138.6071683
"Communications Tower","high",-34.6197593,138.6889795
"Communications Tower","very high",-34.6964745,138.5989713
"Communications Tower","high",-35.1833328,138.6341059
"Communications Tower","very high",-34.8983417,138.8397974
"SA Water Site","n/a",-35.0557329,138.5351797
"Communications Infastructure","very high",-34.9889719,138.708001
"Communications Infastructure","very high",-34.9959924,138.7035833
"Exchange","low",-34.6705253,138.8902423
"National Exchange","high",-34.7268674,138.58057
"Telephone Exchange - O B Flat","low",-37.8787083,140.7747546
"Telecommunications Exchange","n/a",-34.7727342,139.0512855
"Telephone Exchange - Mount Burr","n/a",41.60314155,-87.4046915369211
"Telephone exchange","high",-37.7117765,140.8922076
"Exchange","low",-35.0580052,138.6181695
"Substation","low",-34.6095459,138.8310634
"Radio Tower","high",-35.0145413,138.9101835
"Mast Tower","high",-35.0946242,138.8194707
"Substation - Nairne","low",-35.0286223,138.9021263
"Communications Tower","high",-35.327143,138.5126594
"Communications Tower","medium",-35.2304421,138.5346692
"Communications Tower","high",-35.327143,138.5126594
"Communications Tower","high",-35.327143,138.5126594
"Curtis Stebonheath Wetlands","high",-34.6668863,138.667705
"Silo","low",-34.4361933,139.0556948
"Communications Tower","high",-35.2304421,138.5346692
"Substation","medium",-35.190184,138.4775336
"Substation","medium",-35.2400639,138.5518403
"Communications Tower","very high",-35.1056526,138.57326
"Communications Tower","medium",-35.0557329,138.5351797
"Substation","n/a",-34.4556914,139.0301808
"Substation","low",-34.4993275,139.0246667
"Rocky Creek Campground","very high",-35.1455048,138.7613827
"Centennial Drive Campground","very high",-34.7310411,138.9634035
"Youth Hostel Road Campground","very high",41.8066624,-80.1672542
"Chalks Campground","very high",-34.732242,138.951186
"Rocky Paddock Campground","very high",-34.7099673,138.9326173
"Communications Tower","high",-34.7779868,139.0542749
"Substation","low",-34.5818817,138.9378892
"Communications Tower","high",-34.5647041,138.9926629
"The Hahndorf Nursing Home","extreme",-35.0205964,138.7949043
"Mcdonald Poultry","very high",-35.1458102,138.8083934
"Mace Poultry","very high",-35.1458102,138.8083934
"Acton Poultry","very high",-35.1453672,138.7652351
"Walton Poultry","very high",-35.10843,138.7545339
"Schmidt Poultry","very high",-35.0861344,138.7957759
"Samuel Poultry","very high",-35.0883481,138.8203409
"Braendler Poultry","very high",-35.0790786,138.827748
"Mlart Pastoral Poultry","very high",-35.0482064,138.8346615
"Inghams Poultry","very high",-35.0227536,138.897784
"Townsend Poultry","extreme",-35.0279145,138.7933394
"Rossini Poultry","very high",-35.1064458,138.878132
"Cloverash Poultry","very high",-35.1678117,138.7903435
"St Frances De Sales College","very high",-35.0666712,138.8657664
"Waldorf School","extreme",-35.0852353,138.8737436
"Littlehampton Primary School & Kindergarten","low",-35.0488518,138.8683819
"Nairne Primary School & Child/Parent Centre","extreme",-35.0392484,138.902465
"Callington Primary School & Kindergarten","high",-35.1140567,139.0377526
"Hahhndorf Primary School & Child/Parent Centre","high",-35.0284403,138.8125673
"Echunga Primary School & Child parent Centre","very high",-35.0861344,138.7957759
"Macclesfield Primary School","extreme",-35.1759572,138.8405699
"Mt Barker Waste Treatment Plant","extreme",-35.0687467,138.8811335
"Kuitpo Sawmill","extreme",-35.207953,138.677735
"Kanmantoo Mine","high",-35.0833112,139.012121
"Echunga Lagoon Waste System","very high",-35.0920367,138.7923122
"Kanmantoo Rural Living","very high",-35.0795126,139.0275304
"Macclesfield Township","extreme",53.25155545,-2.13831699209433
"Police Farm","extreme",-35.0976006,138.7511134
"Prospect Hill Scout Hall","extreme",-35.2041474,138.7388698
"Shady Grove Church","extreme",31.1162884,-86.9369099
"Meadows Hill Pet Boarding","very high",-35.1811581,138.7724443
"Willow cottage, fr Wittwer house","high",-35.0371506,138.7781088
"Nairne Sporting Club","very high",-35.0358693,138.9267053
"Eating House - Albert Mill","extreme",-35.0342699,138.9125124
"Adelaide Polo Club","very high",-35.0956005,138.8674118
"Elmdale","very high",-35.0227536,138.897784
"Harrogate Soldiers Memorial Hall","medium",-34.9501513,139.0106318
"Eden Park","very high",-35.0960515,138.8850009
"Airstrip","medium",-34.5620627,138.950815
"Landing Ground","low",-34.5453845,139.082643
"Aldinga Airstrip","high",-35.2861161,138.4782153
"Airstrip - Woodside","high",-34.9480666,138.9063953
"Naracoorte Aerodrome","low",-36.9779903,140.726546
"Kingston S.E. Aerodrome","low",-36.7926954,139.8693304
"Main North Road Commercial - North","very high",-34.6490725,138.7166611
"Main North Road Commercial - South","high",-34.6541431,138.7277712
"Smithfield Memorial Park (Cemetery)","low",42.980157,-75.6407809
"Gawler Caravan Park","medium",-34.6307121,138.7304978
"Bentley dwelling and outbuildings","high",-34.6157236,138.7531828
"Fox Field Oval","very high",-34.8809864,138.7005522
"Blackwood Football Club","extreme",-35.0339569,138.6059374
"Old Watchmans Property","extreme",-35.0329926,138.622472
"Belair National Park Holiday Park","very high",-35.0239211,138.6669804
"Mast Tower","medium",-35.0550323,138.5359256
"Substation","low",-35.0793784,138.5168376
"Angaston Child Care & Early Learning Centre","high",-34.5095694,139.0496852
"Last Resort Refuge - Curdnatta Recreation Park","medium",32.738684,-83.9579599
"Abbeyfield Society Inc","high",-34.6698746,138.8908819
"Boral Quarry","very high",-34.7451055,138.6873584
"Water Tank","n/a",-34.7451055,138.6873584
"Canterbury Close Nursing Home","low",-34.7327258,138.6805661
"RSL Elizabeth East","low",-34.7210016,138.6838725
"Catholic Church","low",-34.7210016,138.6838725
"Clayton Church Homes","medium",-34.7149355,138.6826837
"Catholic Aged Respite","medium",-34.70769,138.6984802
"Munno Para Equestrian Centre","very high",-34.6716348,138.7005529
"Water Tank","high",-34.6870833,138.7315644
"Rubbish Dump/Landfill","high",-34.6783027,138.7429981
"One Tree Hill Scout Hall","extreme",-34.7140658,138.7658053
"Trinity College Bush Site","extreme",-34.7399577,138.8071806
"Northern Hills Pony Club","very high",-34.6908239,138.7685726
"Tenafeate Winery","extreme",-34.6896694,138.769401102231
"Nyroca Horse Agistment Centre","very high",-34.6908239,138.7685726
"Adelaide International Raceway & Speedway City","very high",-34.6732895,138.5493329
"Buddhist Temple","extreme",-34.6360374,138.6723318
"Buddhist Temple","very high",-34.6829638,138.6231588
"Northern Equestrian Centre","very high",-34.6921852,138.6198386
"Virgara Winery","extreme",-34.6641798,138.6338568
"Internode - Truck to Train Transfer Area","high",-34.6964745,138.5989713
"AL-RU Farm","extreme",-34.7360575,138.7754098
"Communications Tower","high",-35.2734849,138.5784159
"Serafino Winery and Function Centre","medium",-35.2150519,138.5644365
"DArenberg Winery","very high",-35.1981536,138.5488578
"Communications Tower","very high",-35.1056526,138.57326
"Depot","high",50.772464,-2.0152126
"Stables/Fire Shed","low",-35.1087919,138.623935
"Communications Tower","high",-35.1122239,138.8085437
"Communications Tower","high",-35.0145413,138.9101835
"Water Treatment Plant","medium",-35.054782,138.9204567
"Water Infrastructure","high",-35.0143116,138.8087561
"Water Treatment Plant","high",-35.0143116,138.8087561
"Flaxley Hall","medium",-35.1513314,138.8239033
"Beach Road Wines","very high",-35.188427,138.5340857
"Olivers Taranga Vineyards","very high",-35.188427,138.5340857
"Bekkers Wines","very high",-35.188427,138.5340857
"Paxton Wines","very high",-35.2001735,138.5102769
"Mollydooker Wines","medium",-35.1859417,138.5410716
"Goodieson Brewery","high",-35.2181217,138.5700976
"Ekhidna Winery","extreme",-35.2150519,138.5644365
"Foggos Wines","very high",-35.1912899,138.5671801
"Kangarilla Road Winery","high",-35.2133575,138.6074198
"Gemtree Vineyards","medium",-35.1996625,138.6191651
"Scarpantoni Winery","low",-35.1833328,138.6341059
"Hugo Wines","medium",-35.1996625,138.6191651
"Dogridge Wines","very high",-35.1965394,138.6060679
"Shottesbrooke Winery","very high",-35.1965394,138.6060679
"Parri Estate Wines","medium",-35.2033334,138.5938225
"Graham Stevens Wines","medium",-35.2033334,138.5938225
"McLaren Vintners","low",-35.1821328,138.612378
"Possums Wines","low",-35.1653372,138.6108742
"Leconfield Winery","medium",-35.2400639,138.5518403
"Maxwell Wines","high",-35.2036812,138.5424908
"Alpha Box and Dice Wines","medium",-35.2036812,138.5424908
"Angove Winery","medium",-35.2086233,138.5493677
"Battle of Bosworth Wines","medium",-35.2607045,138.5598364
"Dowie Doole Wines","medium",-35.2395498,138.519662
"Dyson Wines","high",-35.2326231,138.4912235
"Fox Creek Wines","medium",-35.251901,138.5267894
"Primo Estate","medium",-35.2285266,138.5718211
"Hugh Hamilton Wines","very high",-35.2285266,138.5718211
"Lloyd Brothers Wines","high",-35.1992153,138.5292204
"Maximus Wines","high",-35.1912899,138.5671801
"McLaren Vale III Associates","very high",-35.1912899,138.5671801
"Pennys Hill Wines","medium",-35.2400639,138.5518403
"Pirramimma Wines","medium",-35.2304421,138.5346692
"Pertaringa Winery","very high",-35.246014,138.5843221
"SC Pannell Wines","very high",-35.2036812,138.5424908
"Shingleback Wines","high",-35.2400639,138.5518403
"Waywood Wines","very high",-35.186835,138.5672027
"Willunga Creek Wines","high",-35.2944755,138.5385972
"Yangarra Estate","very high",-35.2150519,138.5644365
"Boars Rock Winery","low",-35.2213199,138.508149
"Woodstock Winery","very high",-35.1821328,138.612378
"Water Treatment Plant","n/a",-35.2880797,138.4846903
"Pumping Station","high",-35.1087919,138.623935
"Water Storage Tank","low",-35.101829,138.6238053
"Water Treatment Plant","high",-35.1011992,138.6329967
"Water Storage Facility","high",-35.0585915,138.6025199
"Water Storage Tank","low",-35.0805051,138.6179378
"Water Storage Tank","medium",-35.084696,138.6206032
"Water Storage Tank","very high",-35.1277035,138.5492856
"Onkaparinga Lodge","low",-35.1536015,138.5198759
"Pumping Station","medium",-35.1478342,138.4789566
"Perry Park Institutional Housing","low",-35.1478342,138.4789566
"Pumping Station","low",-35.0907888,138.5421628
"Humbug Scrub Wildlife Sactuary","very high",-34.7041085,138.8234969
"Water Infrastructure","low",-35.0200194,138.6512206
"Water Infrastructure","n/a",-35.0244734,138.6058921
"Water Infrastructure","n/a",-35.0014395,138.593435
"Waste Water Treatment Plant","medium",-34.4993275,139.0246667
"Waste Water Treatment Plant","low",-34.691835,139.1010695
"Water Tank","n/a",-34.6315835,139.1006896
"Pump Station","medium",-34.7656332,138.711886
"Pump Station","high",-34.7948592,138.7302539
"Communications Tower","medium",-34.811872,138.7266379
"Water Tank","low",-34.8166572,138.7309068
"Substation","n/a",-34.8396018,138.7199841
"Pump Station","n/a",-34.8378667,138.7175007
"Communications Tower","low",-34.7980937,138.6573551
"Italian Village Nursing Home","very high",-34.8341218,138.7147733
"Last Resort Refuge - Mt Torrens","medium",-34.8693748,138.9552658
"Water Infrastructure","n/a",-35.0589524,138.5351521
"Water Infrastructure","low",-35.0757618,138.5456242
"Water Infrastructure","n/a",-35.0899383,138.489292
"Water Storage","n/a",-35.0419668,138.5383008
"Water Infrastructure","medium",-35.0881519,138.5027865
"Water Storage","low",-34.9303808,138.6792398
"Water Storage","medium",-34.9703612,138.660666
"Sewerage Infrastructure","low",-35.0360678,138.6090704
"SA Power Networks Depot","low",-35.0113159,138.5763102
"Flinders Medical Centre","very high",-35.0235044,138.5700942
"Sewerage Infrastructure","high",-35.0273274,138.5815845
"Sewerage Infrastructure","high",-35.0347102,138.5888114
"Sewerage Infrastructure","high",-35.0351129,138.6200183
"Sewerage Infrastructure","very high",-35.0016039,138.6117551
"Communications Tower","medium",-34.8323516,138.7929
"Paracombe Coldstores","very high",-34.8326674,138.7835681
"Paracombe Wines","very high",-34.8504382,138.7763464
"Kersbrook Coldstores","high",-34.7409809,138.8767221
"Gumhaven Retreat","extreme",-34.7799102,138.8805418
"SA Water depot","extreme",-34.8343067,138.8206563
"Norton Summit Primary School","very high",-34.9260911,138.7270131
"Totness Inn","medium",-34.7727342,139.0512855
"Substation","low",38.8373348,-77.1638692
"Water Reuse Storage Facility","low",-34.4361357,139.0396988
"Water Reuse Facility","medium",-34.4756226,138.9843624
"Railway Tce Commercial Area","medium",-34.479355,138.9980422
"Lyndoch Recreation Park","high",-34.6012373,138.8916638
"Pumping Station","low",-34.6062588,138.8249344
"Water Storage","n/a",-37.8596901,144.8499504
"Water Pressure Control Point","medium",38.059699,-86.4293949
"Sewerage Infrastructure","low",-34.4885738,139.0501007
"Basket Range Primary School","extreme",-34.9340961,138.7680805
"Mount Torrens Primary School","very high",-34.8737318,138.9618156
"Gumeracha Primary School","high",-34.8239587,138.8786832
"Gumeracha Retirement Village","high",-34.8228275,138.8857161
"Kersbrook Soliders Memorial Park","high",-34.7827381,138.8582622
"Houghton Child Care Centre","extreme",-34.8328627,138.7560591
"Water Storage Tank","low",-35.2213199,138.508149
"Substation","high",-35.2575731,138.5724023
"Substation","medium",-35.1127294,138.4907484
"Substation","high",-35.0914152,138.6540095
"Heathfield Primary School","extreme",-35.0332093,138.7264801
"SA Pistol Club","extreme",56.1882333,-3.9613936
"Upper Sturt Primary School","extreme",-35.0182941,138.6835576
"Oakbank Area School","medium",-34.9715029,138.8626547
"Balhannah Aged Care","high",-34.9894184,138.8243066
"Veterinary Clinic - Small Animal","very high",-34.9894184,138.8243066
"Goodstart Early Learning Centre","medium",-34.9715029,138.8626547
"Stirling and Districts Hospital","medium",-35.0090744,138.7165907
"Stirling Childcare Centre","medium",-35.0049509,138.7164763
"Pine St Kindergarten","extreme",40.6779821,-74.4940725
"Stirling East Kindergarten","medium",-35.0054347,138.7297046
"St Catherines School","medium",-35.0060193,138.7068923
"Pinoak Retirement Village","high",-35.0079614,138.7149667
"Sevenoaks Retirement Village","high",-35.0102155,138.7137985
"James & Jessie Brown Cottages","high",-34.969678,138.7332861
"Heathfield Secondary School","extreme",-35.0332093,138.7264801
"Aldgate Primary School","high",-35.0168052,138.745723
"Andrewartha Aged Care","high",-35.0170516,138.7388099
"Stirling District Cemetary","very high",-35.0168052,138.745723
"Bridgewater Primary School","high",-35.0051045,138.7612523
"FH Todd Retirement Cottages","medium",-35.0108917,138.7715129
"Mylor Area School","very high",-35.0532375,138.7604449
"Cleland Wildlife Park","very high",-29.6234654,30.4082524
